,Title,Date,Time,Score,Number of Comments
1178,"Trumps Climate Change Policy is Strongly Opposed by Americans, Poll Shows",2017-04-19,19:52:04,138,9
1179,"After years of Trump railing against the Iran deal, his administration concedes its working",2017-04-19,21:12:53,112,6
1180,Currency Traders Spot Fatal Flaw in Republicans Border Tax Plan,2017-04-19,18:47:50,163,17
1181,Larry Fink: Warning Signs Are Getting Darker for the U.S. Economy,2017-04-19,18:08:20,181,12
1182,California Assembly Committee Passes Bill to Ban Resources for Federal Marijuana Enforcement,2017-04-19,04:26:48,2111,161
1183,Miami state senator curses at black lawmaker  and refers to fellow Republicans as niggas,2017-04-19,03:48:17,2386,177
1184,Coal Museum Sees the Future; Trump Doesnt,2017-04-19,15:52:11,254,2
1185,FBI used Trump dossier to help get warrant to monitor ex-aide: report,2017-04-19,02:37:40,2956,256
1186,"Trump weirdly says Korea was part of China, which is totally wrong and could enrage South Korea",2017-04-18,22:33:06,8166,1017
1187,Why the GOP shouldnt be celebrating a runoff in Georgias 6th District,2017-04-19,17:44:54,184,35
1188,"A month after firing all U.S. attorneys, no new ones in place at Justice Department",2017-04-19,13:52:42,348,16
1189,First DREAMer Deported to Mexico Under Trump Files Lawsuit,2017-04-19,18:05:20,164,8
1190,First protected DREAMer is deported under Trump,2017-04-19,00:52:59,4041,1250
1191,Not a single US attorney position has been filled since Sessions and Trump cleaned house last month,2017-04-19,21:00:27,96,15
1192,Report: WH Directed Intel Agencies To Find Cover For Trumps Wiretap Claims,2017-04-19,23:00:38,66,7
1193,"While Trump trumpets coal, Europe is phasing it out faster than ever",2017-04-19,22:43:11,62,7
1194,Tom Brady will not visit Donald Trump and White House with rest of Patriots,2017-04-19,18:14:52,145,36
1195,Poll: 61 percent of Texans oppose border wall to stop illegal immigration,2017-04-18,20:28:54,17527,2170
1196,Fox Is Reportedly Preparing for Bill OReillys Exit,2017-04-19,17:18:25,167,42
1197,"Iowa Senate passes medical marijuana bill, now goes to House",2017-04-19,19:48:30,103,3
1198,Democrat Defeats Republican In Virginia Court Clerk Race,2017-04-19,21:50:24,68,5
1199,Chicago Cubs co-owner wont join Trump Cabinet: report,2017-04-19,22:10:01,63,7
